sim,step,x,y,hour,sl,angle,bearing,hab_p,t
10,61,8865.455740504192,10007.904990540374,13,222.58263533387526,-0.9687316451842767,-0.5185107343277577,1.4018154020110765,2019-01-03T13:00:00Z
10,62,8684.542991089422,10096.111886161545,14,201.27066188576865,-3.07673289610341,2.6879416767484177,1.6101691126823425,2019-01-03T14:00:00Z
10,63,8289.475586306604,10394.776166024654,15,495.25610181802017,-0.19366832946328838,2.494273347285129,1.4403872191905975,2019-01-03T15:00:00Z
10,64,8233.501830563426,10252.887059257211,16,152.53058693671846,1.8423687378473117,-1.9465432220471468,1.8334066619475684,2019-01-03T16:00:00Z
10,65,8256.429685788291,10247.643622777548,17,23.519782552749323,1.7217166670842783,-0.2248265549628794,2.306856388847033,2019-01-03T17:00:00Z
10,66,8051.403759577157,10256.030252410488,18,205.19738296414354,-2.957648522001235,3.1007102302154705,2.4832221368948617,2019-01-03T18:00:00Z
10,67,8100.15376002576,10193.872009590421,19,78.99499790630622,2.276765872414453,-0.9057092045496585,2.2752476235230765,2019-01-03T19:00:00Z
10,68,8156.331132081133,10219.60671949041,20,61.791362055584685,1.3352765180037922,0.4295673134541255,2.46326578160127,2019-01-03T20:00:00Z
10,69,8218.688789139534,9981.285498170633,21,246.34423460913987,-1.7444471093041487,-1.3148797958500227,1.9949703415234885,2019-01-03T21:00:00Z
10,70,8189.250060797327,9920.138135010711,22,67.86485650038419,-0.7046054271756903,-2.0194852230257165,1.740240827202797,2019-01-03T22:00:00Z
10,71,7495.986472139426,9739.49794775913,23,716.4113906193267,-0.8672102741031025,-2.8866954971288203,1.6624748458464942,2019-01-03T23:00:00Z
10,72,7323.603617890131,9894.771483664457,24,232.0037055559169,-0.9881254433681015,2.4083643666826617,1.7111586531003318,2019-01-04T00:00:00Z
10,73,7742.01047834812,9585.22073591165,1,520.4670655407824,-3.0453260754718383,-0.6369617087891769,1.9534330566724143,2019-01-04T01:00:00Z
10,74,7874.91609792112,9625.423637347432,2,138.85307702005838,0.9307032725784863,0.29374156378931604,2.246035933494568,2019-01-04T02:00:00Z
10,75,7967.760275166447,10102.721535618419,3,486.244100161907,1.0849335601118852,1.378675123901201,0.9472296014428139,2019-01-04T03:00:00Z
10,76,7480.922360137703,10248.75159697514,4,508.2675814267345,1.4715008996789374,2.850176023580139,1.5575964376330376,2019-01-04T04:00:00Z
10,77,7379.392287223387,10447.855570482097,5,223.49663973367848,-0.8078157605860676,2.042360262994071,0.8411928545683622,2019-01-04T05:00:00Z
10,78,7314.006769506927,10519.062142973502,6,96.67286016779991,0.271243659712888,2.3136039227069594,0.8320468896999955,2019-01-04T06:00:00Z
10,79,6554.2290724122995,10552.782091083582,7,760.5255971385598,0.7836365013542959,3.097240424061256,0.7986702087024848,2019-01-04T07:00:00Z
10,80,6759.448674135926,10430.122636255848,8,239.08246859659278,2.647219356591891,-0.5387255265264366,0.8900108933448792,2019-01-04T08:00:00Z
10,81,6972.295757723774,10392.278656220673,9,216.1852164620774,0.3627654137213021,-0.17596011280513416,0.7398124163349469,2019-01-04T09:00:00Z
10,82,6897.095467083367,10724.72086683638,10,340.84146917806237,1.9692180953236402,1.7932579825185067,0.645089466124773,2019-01-04T10:00:00Z
10,83,6974.26679102525,10840.20140390076,11,138.8926480402078,-0.8115683224724752,0.9816896600460323,0.6495536522318919,2019-01-04T11:00:00Z
10,84,6754.586590275149,10883.677177136246,12,223.94091510938313,1.9645228275640347,2.9462124876100706,0.6078395278503498,2019-01-04T12:00:00Z
10,85,6668.462287646917,10954.077419165158,13,111.23663776350318,-0.4898964195008415,2.456316068109231,0.6090149469673634,2019-01-04T13:00:00Z
10,86,7015.442381665257,11005.827856140926,14,350.8180345594557,-2.308262154875326,0.14805391323390485,0.7479977483550708,2019-01-04T14:00:00Z
10,87,7294.03187517995,11332.28349786984,15,429.1682559479553,0.7162915210798366,0.8643454343137421,0.7816745604698856,2019-01-04T15:00:00Z
10,88,7250.560364541146,11203.304404379292,16,136.1079674187479,-2.760227361474612,-1.8958819271608707,0.8285728221138318,2019-01-04T16:00:00Z
10,89,7104.658432433349,10487.649410016178,17,730.3762350663226,0.12396986217379125,-1.7719120649870796,0.8669786325966318,2019-01-04T17:00:00Z
10,90,7088.187661620443,10217.740940661295,18,270.4105547508583,0.14016777537332148,-1.6317442896137575,0.8619765999416511,2019-01-04T18:00:00Z
10,91,7115.1775072320315,10005.946352422168,19,213.50737545461635,0.18769885420496868,-1.4440454354087908,1.5561236441135406,2019-01-04T19:00:00Z
10,92,7180.1187880380385,9886.076901419154,20,136.33068340065165,0.3697492251736527,-1.074296210235141,1.9964938362439475,2019-01-04T20:00:00Z
10,93,7160.882231208157,9822.808320780074,21,66.12834804191799,-0.7916646622279919,-1.865960872463139,1.8673858543237052,2019-01-04T21:00:00Z
10,94,7190.894611584048,9801.330035290846,22,36.906093309695024,1.2448102330570432,-0.6211506394061009,1.9368807723124823,2019-01-04T22:00:00Z
10,95,7078.135992760139,9989.577288256958,23,219.4345787891303,2.731625039650244,2.110474400244145,1.7642077803611755,2019-01-04T23:00:00Z
10,96,7146.53623873171,10064.06743628443,24,101.13048898391628,-1.2824826191774246,0.827991781066721,1.7278195172548294,2019-01-05T00:00:00Z
10,97,7126.822909646903,9990.090670811662,1,76.55832530442804,-2.6592162254982066,-1.8312244444314867,1.5326666086912155,2019-01-05T01:00:00Z
10,98,7224.854656154662,9727.757418275363,2,280.051707207142,0.6180512499610744,-1.2131731944704138,1.7195272694031396,2019-01-05T02:00:00Z
10,99,7199.957101960971,9652.344643279683,3,79.41646452327691,-0.67650627309885,-1.8896794675692639,1.3620534539222717,2019-01-05T03:00:00Z
10,100,7211.023348316514,9527.755172703077,4,125.07996636936069,0.40747234236718644,-1.482207125202076,2.0241220792134604,2019-01-05T04:00:00Z
11,1,9007.29381479323,5645.503257401288,1,0,-0.5305355449692533,0,0,2019-01-01T01:00:00Z
11,2,9011.52375766296,5559.644858394067,2,85.96253309881087,-1.5215696278938675,-1.5215696278938762,1.7367895195881524,2019-01-01T02:00:00Z
11,3,9377.058744826729,6028.1828512754155,3,594.2589314550509,2.42983967785573,0.9082700499618537,1.8008226404587426,2019-01-01T03:00:00Z
11,4,9242.637567797447,5931.840391582185,4,165.3811427390672,2.8551826851564135,-2.519732572061317,1.7228028923273087,2019-01-01T04:00:00Z
11,5,9373.128615275054,5983.284579257496,5,140.26552647523883,2.895259592189028,0.3755270201277088,1.7229565232992172,2019-01-01T05:00:00Z
11,6,9381.570305494388,5779.014038487456,6,204.44489712449177,-1.9050208202894534,-1.5294938001617406,1.7190267145633698,2019-01-01T06:00:00Z
11,7,9487.302562970854,6034.439275212052,7,276.44413870958704,2.7078194374913602,1.178325637329618,1.8207080165545144,2019-01-01T07:00:00Z
11,8,9202.81776647474,6024.3590598571,8,284.66332777342035,1.9986854289049347,-3.1061742409450326,1.7757626126209893,2019-01-01T08:00:00Z
11,9,9331.49645997537,6074.815583754974,9,138.21746259024388,-2.80332269860267,0.3736883676318801,1.8741664787133536,2019-01-01T09:00:00Z
11,10,9617.290077890182,6098.518350123174,10,286.77484752736467,-0.29094109239573696,0.08274727523614327,2.4568563948074975,2019-01-01T10:00:00Z
11,11,9859.465808530496,6110.037765954556,11,242.44954413705537,-0.03521674938754016,0.04753052584860388,2.2571933517853418,2019-01-01T11:00:00Z
11,12,9837.689005246162,6044.233318361256,12,69.31417231954674,-1.9379147322586343,-1.8903842064100402,2.34726719558239,2019-01-01T12:00:00Z
11,13,10060.980130702372,6231.902084712258,13,291.68217732869374,2.589317625163794,0.6989334187537528,1.9772316267093024,2019-01-01T13:00:00Z
11,14,10307.926358100298,6093.855179252132,14,282.9123315325529,-1.208672380707582,-0.509738961953828,0.9265417605638504,2019-01-01T14:00:00Z
11,15,10503.003421784239,6010.084143291932,15,212.30319649358367,0.10412598407661733,-0.40561297787720957,1.892855316400528,2019-01-01T15:00:00Z
11,16,10562.364993835567,6100.56925238703,16,108.21899650411098,1.39580190523197,0.9901889273547553,1.7720510810613632,2019-01-01T16:00:00Z
11,17,10682.121111684899,6046.088165397295,17,131.56639617290767,-1.4171380914326241,-0.42694916407787026,1.9440883894761405,2019-01-01T17:00:00Z
11,18,10672.132056701537,6015.004708625807,18,32.64908121717294,-1.454785487986375,-1.8817346520642242,1.8085850775241852,2019-01-01T18:00:00Z
11,19,10644.725538266088,6018.2105309066155,19,27.59337872114876,-1.3763018231238504,3.0251488319915065,1.6671997557083764,2019-01-01T19:00:00Z
11,20,10574.619962229272,6173.544051542937,20,170.4209330590828,-1.0303989935797215,1.9947498384117894,1.627402976155281,2019-01-01T20:00:00Z
11,21,10498.263149122276,6157.50401329837,21,78.02336659452594,1.3538990730908171,-2.934536395676978,1.6856496036052704,2019-01-01T21:00:00Z
11,22,10338.351850732903,6039.770967913624,22,198.57666863995416,0.4275799333919199,-2.5069564622850598,1.5418542300661406,2019-01-01T22:00:00Z
11,23,10183.770519479325,5840.3284520395955,23,252.3345103434929,0.27680815097056977,-2.2301483113144913,1.6208774596452713,2019-01-01T23:00:00Z
11,24,10396.705705658174,5677.942098540815,24,267.78857577509245,1.5786259711481545,-0.6515223401663378,1.8665998925765357,2019-01-02T00:00:00Z
11,25,10358.406599453236,5680.1383232202315,1,38.362024698126405,-2.547351600813289,3.0843113661999695,1.987421065568924,2019-01-02T01:00:00Z
11,26,10270.004337395776,5736.78869123339,2,104.99630532976849,-0.5126168641385584,2.5716945020614115,2.147071063518524,2019-01-02T02:00:00Z
11,27,10144.00385512913,5576.5325141100975,3,203.85819541435964,1.4743977100798613,-2.2370930950383126,2.385487655798594,2019-01-02T03:00:00Z
11,28,10231.82908540443,5469.2104480653225,4,138.67695170080842,1.3521170662459365,-0.8849760287923722,2.6605719079573946,2019-01-02T04:00:00Z
11,29,10458.941293414811,5493.7640646564905,5,228.43562575714208,0.9926700144734442,0.10769398568107245,1.9292166332403817,2019-01-02T05:00:00Z
11,30,10617.978109677519,5643.042838887772,6,218.12120796238972,0.646065213929405,0.7537591996104783,2.42906890809536,2019-01-02T06:00:00Z
11,31,10690.321216123408,6014.6596237383465,7,378.5928681749298,0.6247705702134483,1.378529769823926,1.9214794784784317,2019-01-02T07:00:00Z
11,32,10761.8351933062,5951.281366754524,8,95.55654028274857,-2.103688166118982,-0.7251583962950588,1.9753101964791617,2019-01-02T08:00:00Z
11,33,10898.854468662465,5963.712590868991,9,137.5820378979024,0.8156367868889203,0.0904783905938626,2.172513703505198,2019-01-02T09:00:00Z
11,34,10968.374917236873,6273.050070946146,10,317.05325948564354,1.2592511538479307,1.349729544441792,1.9542985409498215,2019-01-02T10:00:00Z
11,35,11202.468230742632,6367.4637038241835,11,252.41555716978726,-0.9663676207703138,0.3833619236714767,1.0948374619086583,2019-01-02T11:00:00Z
11,36,11416.657582065462,6430.366540437665,12,223.23495486620638,-0.09771458759907636,0.2856473360724011,2.2519524147113166,2019-01-02T12:00:00Z
11,37,11309.618759058256,6461.609845863409,13,111.50539791729499,2.571947605907056,2.8575949419794555,1.5416946013768515,2019-01-02T13:00:00Z
11,38,11278.143108709686,6208.894310412664,14,254.66813389786762,1.7308824164631016,-1.6947079487370311,2.081966077287992,2019-01-02T14:00:00Z
11,39,11246.608747930086,5667.983085865461,15,541.8296491988341,0.06567894626031245,-1.6290290024767196,2.0267077535390854,2019-01-02T15:00:00Z
11,40,11260.913174049436,5773.8712814492455,16,106.85001904816713,3.065548308071853,1.4365193055951382,2.2559489558140435,2019-01-02T16:00:00Z
11,41,11233.619164272926,5748.647095147623,17,37.16480249186198,2.451080348672071,-2.3955856529123905,2.3418964445590973,2019-01-02T17:00:00Z
11,42,11273.534927423969,5803.04637283547,18,67.47258377214823,-2.949826565282484,0.9377730889847092,2.1634474645058313,2019-01-02T18:00:00Z
11,43,11337.362597787675,6076.122908379427,19,280.43674111775744,0.4034099724674598,1.3411830614521696,2.0165340354045234,2019-01-02T19:00:00Z
11,44,11278.515236158739,5843.375027962367,20,240.07204712194317,3.123558579243924,-1.8184436664834946,2.0886840174595513,2019-01-02T20:00:00Z
11,45,11565.022939686049,6073.952500458116,21,367.76709342057893,2.49609627341174,0.677652606928245,2.1371671309073768,2019-01-02T21:00:00Z
11,46,11570.992500300616,5992.982299387272,22,81.18995698597196,-2.1748566744358744,-1.4972040675076326,2.311036537090937,2019-01-02T22:00:00Z
11,47,11728.708210335455,5856.27113042931,23,208.7203605536514,0.7830256774653148,-0.7141783900423166,1.7478415866692862,2019-01-02T23:00:00Z
11,48,11761.6971676606,5909.810829062143,24,62.88696713226747,1.7327583836103777,1.0185799935680533,1.98692095776399,2019-01-03T00:00:00Z
11,49,11775.84415709172,5932.6471511985765,1,26.86326336622508,-0.0024145974919633773,1.016165396076122,2.3516656706730523,2019-01-03T01:00:00Z
11,50,12032.022528746194,5745.375261033261,2,317.3296691921944,-1.6474091944626374,-0.6312437983865139,2.795664196213086,2019-01-03T02:00:00Z
11,51,12105.307653967497,5739.9912787904605,3,73.48262953578119,0.5579093096535712,-0.07333448873294728,2.774403269092242,2019-01-03T03:00:00Z
11,52,12336.904085484955,6036.426547638729,4,376.1791803233751,0.9809144626818114,0.9075799739488641,1.7402956386407218,2019-01-03T04:00:00Z
11,53,12670.38393484094,5963.225613736682,5,341.4193706435272,-1.123659339413178,-0.21607936546431403,1.6934267431497574,2019-01-03T05:00:00Z
11,54,12422.564924628085,5809.605700109697,6,291.5704712168951,-2.37059880730997,-2.586678172774284,0.8315537745753925,2019-01-03T06:00:00Z
11,55,12610.605241451214,6006.467655610753,7,272.2384805178041,-2.8881938178254503,0.8083133165798497,1.7430885881185532,2019-01-03T07:00:00Z
11,56,12766.26180171111,6008.754325031805,8,155.67335548829212,-0.7936238942835856,0.014689422296263618,2.187377338608106,2019-01-03T08:00:00Z
11,57,12507.35584689475,5779.5195097971855,9,345.80470493476776,-2.4315932002226894,-2.4169037779264246,1.8188786755005517,2019-01-03T09:00:00Z
11,58,12755.18061280198,5716.179099419341,10,255.79116908878427,2.166675145619502,-0.25022863230692305,1.4511807014544806,2019-01-03T10:00:00Z
11,59,12730.563479759225,5607.150946385675,11,111.77272204423197,-1.5426310312658564,-1.7928596635727854,1.6126233090957007,2019-01-03T11:00:00Z
11,60,12874.99522030221,5562.003101337989,12,151.32367821569,1.4898932631432729,-0.30296640042951206,1.395999789237976,2019-01-03T12:00:00Z
11,61,12910.434780347281,5425.157929145178,13,141.35969570096083,-1.0144216460019204,-1.3173880464314285,1.0591826836268108,2019-01-03T13:00:00Z
11,62,13350.506174414288,5358.529553533713,14,445.0867020173722,1.1671257076761714,-0.1502623387552568,2.2289849321047464,2019-01-03T14:00:00Z
11,63,13243.46688183892,5386.957063820802,15,110.74986905706791,3.0322672670171924,2.8820049282619378,2.0337968319654465,2019-01-03T15:00:00Z
11,64,13242.531923534621,5354.192892861914,16,32.77750822826656,1.8018557963778274,-1.5993245825397993,2.04278901219368,2019-01-03T16:00:00Z
11,65,13096.115815056126,5795.910822430065,17,465.3519164288048,-2.7929920524269334,1.8908686722128556,2.5244666139284773,2019-01-03T17:00:00Z
11,66,13007.476417278285,6020.4620589975375,18,241.4129256738322,0.05589150497409667,1.946760177186955,2.197776734828949,2019-01-03T18:00:00Z
11,67,13108.656391710063,5918.526073653457,19,143.62566739299675,-2.7358803889254792,-0.7891202117385279,2.2238495697577796,2019-01-03T19:00:00Z
11,68,13065.581191319758,5933.785315566103,20,45.69811103769559,-2.6929253748995845,2.80113972054148,2.1314040074745813,2019-01-03T20:00:00Z
11,69,13294.546084183201,5844.345367590578,21,245.81380444928865,3.109645106251926,-0.37240048038618234,2.3825147499640784,2019-01-03T21:00:00Z
11,70,13234.273017780753,5790.097281991834,22,81.09067347532812,-2.0363557523108238,-2.4087562326970104,2.0448778569698334,2019-01-03T22:00:00Z
11,71,13162.910725519345,5723.808741294062,23,97.39993523941855,0.015718844101522134,-2.393037388595484,2.1082667261362076,2019-01-03T23:00:00Z
11,72,13032.948843022183,5844.470838484785,24,177.33987876580304,-1.4968639185733363,2.3932840000107647,2.3864485075076423,2019-01-04T00:00:00Z
11,73,12816.084556796335,5932.261563064577,1,233.96010335630083,0.36365511514665183,2.756939115157416,1.7870441575845084,2019-01-04T01:00:00Z
11,74,12607.411933968015,6062.409700463591,2,245.93251347978185,-0.1730070268713888,2.5839320882860286,1.8561417112747827,2019-01-04T02:00:00Z
11,75,12795.154701493555,6169.165644736765,3,215.9726334418456,-2.0668991177303058,0.5170329705557197,1.8336104601621628,2019-01-04T03:00:00Z
11,76,12859.891556625955,5954.323381089231,4,224.38373083098054,-1.795159441013462,-1.2781264704577415,2.2550834715366364,2019-01-04T04:00:00Z
11,77,12919.11912425867,5901.740036980225,5,79.20172248994227,0.5520822582477765,-0.7260442122099611,2.074453334013621,2019-01-04T05:00:00Z
11,78,12916.512685431817,6003.574678086842,6,101.86799130576618,2.3224297674589716,1.596385555249003,2.419499854246775,2019-01-04T06:00:00Z
11,79,12890.322236325246,5996.63266082687,7,27.09485611775129,1.804308064010331,-2.882491687920233,2.4264780431985855,2019-01-04T07:00:00Z
11,80,12833.05795662054,6074.618393571703,8,96.75211750575457,-1.196525498329746,2.204168120929607,2.249376028776169,2019-01-04T08:00:00Z
11,81,12728.76875337724,6096.308403497393,9,106.52086388918704,0.7323683412353557,2.9365364621649594,1.8354825675487518,2019-01-04T09:00:00Z
11,82,12792.889127815568,6236.889694640199,10,154.51382409833062,-1.7936625759201654,1.1428738862447956,1.676232690612475,2019-01-04T10:00:00Z
11,83,12830.017837408377,6181.23232127423,11,66.90503931712493,-2.125371700273787,-0.9824978140290038,1.7811980843544006,2019-01-04T11:00:00Z
11,84,13021.523619601532,5913.257753769074,12,329.3703590837941,0.03218660863287193,-0.9503112053961319,2.1440539260705314,2019-01-04T12:00:00Z
11,85,13134.941914976553,5831.69967832387,13,139.69763561385363,0.32688706694700365,-0.6234241384491304,2.387258311112722,2019-01-04T13:00:00Z
11,86,13299.749333118696,5814.701593534623,14,165.68168263625867,0.5206484657955772,-0.10277567265355514,2.2439936300118766,2019-01-04T14:00:00Z
11,87,13445.44102369181,6060.278585561092,15,285.54181430189914,1.138121059973316,1.0353453873197596,2.001977786421776,2019-01-04T15:00:00Z
11,88,13181.712297954735,5985.375309989625,16,274.15933591661,2.382976451848548,-2.8648634680112774,2.3701371252536774,2019-01-04T16:00:00Z
11,89,13206.062401553034,5967.122224877113,17,30.431934893669283,2.221611901978773,-0.6432515660325259,2.575507288177808,2019-01-04T17:00:00Z
11,90,13412.086110634698,5912.077739178721,18,213.25023824035162,0.3821741907233407,-0.26107737530918684,1.9829055170218148,2019-01-04T18:00:00Z
11,91,13424.847650754507,5707.955461031718,19,204.52080906878786,-1.2472811207108607,-1.5083584960200505,1.7555498331785202,2019-01-04T19:00:00Z
11,92,13825.404576991985,5777.9095197106735,20,406.6195045524438,1.68125676956143,0.17289827354138065,2.1362799406051636,2019-01-04T20:00:00Z
11,93,13837.085382886075,5751.24688952425,21,29.109054859156807,-1.3307835703516306,-1.1578852968102493,2.2132472693920135,2019-01-04T21:00:00Z
11,94,13881.942266488371,5552.457979605046,22,203.78707199765057,-0.1909771994926377,-1.348862496302889,1.833544373512268,2019-01-04T22:00:00Z
11,95,14100.882734373934,5774.332064630779,23,311.70986202549824,2.140915553040503,0.7920530567376131,1.6346112142006555,2019-01-04T23:00:00Z
11,96,14108.693673772364,5428.185614956887,24,346.23456701508945,-2.340287794243182,-1.548234737505571,1.1307791247963905,2019-01-05T00:00:00Z
11,97,14160.358075339653,5548.590999011523,1,131.0216275988456,2.713703674364874,1.1654689368593072,1.3581511874993644,2019-01-05T01:00:00Z
11,98,14302.193550829232,5677.952045673874,2,191.9676600392202,-0.42603612033162364,0.7394328165276804,1.7664016286532083,2019-01-05T02:00:00Z
11,99,14425.852213439526,5598.581827040618,3,146.93909093382035,-1.3100567963240115,-0.5706239797963337,1.4274682104587555,2019-01-05T03:00:00Z
11,100,15008.717513927942,6126.5516279138965,4,786.4375812152048,1.3066440878624341,0.7360201080661003,1.240043230354786,2019-01-05T04:00:00Z
12,1,11136.829743627459,6646.266377065331,1,0,-1.7910514500134334,0,0,2019-01-01T01:00:00Z
12,2,10959.849651734861,6744.640800842491,2,202.48328370460834,2.6342690059578056,2.6342690059578024,1.6876020779212317,2019-01-01T02:00:00Z
12,3,10860.403401789301,6587.696782700631,3,185.79822781379622,1.5133306356553415,-2.1355856655664422,2.184121534228325,2019-01-01T03:00:00Z
12,4,10609.139196643844,6528.011601118637,4,258.2557292449743,-0.7727897669385553,-2.9083754325049993,2.1759931246439614,2019-01-01T04:00:00Z
12,5,10716.87444788893,6487.815417149332,5,114.98964112708474,2.5512702375488097,-0.35710519495619125,1.687140017747879,2019-01-01T05:00:00Z
12,6,10856.04989790377,6897.247472630444,6,432.440069769583,1.600231868240492,1.2431266732842998,2.135382369160652,2019-01-01T06:00:00Z
12,7,10854.101857769907,6903.7419710162185,7,6.780366483161187,0.6190827432583395,1.862209416542616,2.154476518432299,2019-01-01T07:00:00Z
12,8,10984.523030771477,7009.211023921587,8,167.73015080140152,-1.1821978834699345,0.6800115330726795,1.5183107554912567,2019-01-01T08:00:00Z
12,9,10998.362897140247,6714.3795732293565,9,295.1561048299535,-2.2039006717092264,-1.52388913863655,1.7711437990268073,2019-01-01T09:00:00Z
12,10,11260.853935567076,6835.666255294784,10,289.1574043679941,1.9567270088026056,0.4328378701660563,2.1855042626460395,2019-01-01T10:00:00Z
12,11,11339.470057319148,6684.754577398223,11,170.16118571781217,-1.5233742631555982,-1.0905363929895402,2.3688742021719613,2019-01-01T11:00:00Z
12,12,11311.330143557967,6562.341051284902,12,125.60623440730664,-0.7062104092296351,-1.7967468022191755,1.8399926275014877,2019-01-01T12:00:00Z
12,13,11411.400562885829,6653.44303747983,13,135.32797461395384,2.5352665340388922,0.738519731819722,2.16491607328256,2019-01-01T13:00:00Z
12,14,11720.995283873099,6778.075809691384,14,333.73974766623576,-0.3558019558481882,0.3827177759715332,1.5776184697945914,2019-01-01T14:00:00Z
12,15,11843.08383525397,6641.924460409997,15,182.87373865435686,-1.222518537524162,-0.8398007615526308,1.8499729533990226,2019-01-01T15:00:00Z
12,16,11706.126796934597,6746.498190871857,16,172.31626576711784,-2.9539095974371623,2.4894749481897933,1.5198837469021478,2019-01-01T16:00:00Z
12,17,11687.923312175093,6845.08659959292,17,100.25488113573661,-0.7360937776947378,1.7533811704950575,1.561889424920082,2019-01-01T17:00:00Z
12,18,11788.148458219654,6720.8523413771045,18,159.62215013614946,-2.6453383365255694,-0.8919571660305154,1.0843516265352566,2019-01-01T18:00:00Z
12,19,11620.882259812572,6478.341026990592,19,294.6009482928238,-1.2826360427109877,-2.174593208741505,1.9709524512290955,2019-01-01T19:00:00Z
12,20,11371.59995686924,6552.422412229466,20,260.0571441042168,-1.2558658648599128,2.852726233578168,1.4152856916189194,2019-01-01T20:00:00Z
12,21,11203.370410260817,6952.801581860483,21,434.2863799689071,-0.8841526794794343,1.9685735540987328,1.9061377892891564,2019-01-01T21:00:00Z
12,22,11242.910468409487,7336.349679009577,22,385.5808073868448,-0.5005045592924442,1.4680689948062884,1.2998638798793158,2019-01-01T22:00:00Z
12,23,11431.968954489044,7513.292381852443,23,258.9436835453479,-0.715761873052156,0.7523071217541328,2.0508423447608948,2019-01-01T23:00:00Z
12,24,11301.971936510348,7465.441235199797,24,138.5242105890753,2.741988087998518,-2.7888900974269353,1.014310282965501,2019-01-02T00:00:00Z
12,25,11466.606956631373,7299.564847158047,1,233.70850639210255,1.9997360513190037,-0.7891540461079352,1.1354732389251392,2019-01-02T01:00:00Z
12,26,11446.974491475425,7359.585063054396,2,63.1495051789315,2.676078256692346,1.8869242105844095,1.2049530322353046,2019-01-02T02:00:00Z
12,27,11435.620631639584,7591.676870075461,3,232.36935473395616,-0.26724715916259845,1.6196770514218082,2.151983454823494,2019-01-02T03:00:00Z
12,28,11602.75074486354,7921.852833316389,4,370.0657258492432,-0.5174640661811227,1.1022129852406866,2.181889762481054,2019-01-02T04:00:00Z
12,29,11421.213075380523,8018.927496820305,5,205.86261373965965,1.5483312096383086,2.650544194878994,2.2466231882572174,2019-01-02T05:00:00Z
12,30,11480.629212212,8129.508609597942,6,125.53270418148882,-1.5727946919091105,1.0777495029698816,2.1329248448212943,2019-01-02T06:00:00Z
12,31,11355.464353525911,8278.773716173655,7,194.7981362615344,1.1908504075394353,2.2685999105093115,2.1462509532769523,2019-01-02T07:00:00Z
12,32,11343.459054303132,8415.679175838868,8,137.43082658403804,-0.6103368864782994,1.658263024031007,2.2148464371760688,2019-01-02T08:00:00Z
12,33,11422.282191765238,8558.050095685883,9,162.7346484847506,-0.5931050837216905,1.0651579403093216,2.730616455276807,2019-01-02T09:00:00Z
12,34,11529.838024992616,8672.192379655533,10,156.83340923108096,-0.25005941657270103,0.8150985237366214,1.947376256187757,2019-01-02T10:00:00Z
12,35,11784.738159000217,8768.755364182496,11,272.5774904460143,-0.452977139218913,0.36212138451771014,1.8821325153112411,2019-01-02T11:00:00Z
12,36,12013.900772119267,8762.277017577897,12,229.25416512307984,-0.39038350620571016,-0.028262121688001476,1.9002372523148856,2019-01-02T12:00:00Z
12,37,11978.032017630985,8794.514765666758,13,48.22696289817012,2.437719838233183,2.4094577165451994,1.968917747338613,2019-01-02T13:00:00Z
12,38,11971.658702948545,9103.53922862501,14,309.09017753186185,-0.8180403320347946,1.5914173845104034,1.5298199156920114,2019-01-02T14:00:00Z
12,39,11943.261642303009,9038.511285686904,15,70.95792003763773,2.709241118835809,-1.9825268038333828,1.7218217998743057,2019-01-02T15:00:00Z
12,40,11937.6329095889,9042.924606038343,16,7.152623888567897,-1.8240176067290408,2.4766408966171514,1.7218217998743057,2019-01-02T16:00:00Z
12,41,11856.658089791204,8933.751902941092,17,135.9249813052398,1.5975717462814494,-2.2089726642809886,2.1238666027784348,2019-01-02T17:00:00Z
12,42,12270.597446444512,8699.613885107914,18,475.56955577644294,1.6942059542498065,-0.5147667100311835,1.3666393607854843,2019-01-02T18:00:00Z
12,43,12360.010484697972,8328.099331745465,19,382.12269596271693,-0.8198496179130994,-1.334616327944283,1.2097278113166492,2019-01-02T19:00:00Z
12,44,12665.231894217937,7673.613249539557,20,722.1579748438654,0.200189383354215,-1.1344269445900685,1.7022432138522468,2019-01-02T20:00:00Z
12,45,12640.903418986962,7693.308959675964,21,31.30168853019865,-2.687717480164151,2.461040882425362,2.070420657594999,2019-01-02T21:00:00Z
12,46,12767.607312380516,7876.9407020356575,22,223.10197982793034,-1.4942201227800582,0.9668207596453058,2.5752821564674377,2019-01-02T22:00:00Z
12,47,12749.25016593509,7657.232966716103,23,220.4732949471806,-2.620976041372474,-1.6541552817271665,1.8110611538092294,2019-01-02T23:00:00Z
12,48,13089.802042827965,7714.354293929308,24,345.30917577999367,1.8203399769695707,0.16618469524240315,2.6010798662900925,2019-01-03T00:00:00Z
12,49,13261.74288137222,7862.036404227629,1,226.65757799258924,0.5434607480415563,0.7096454432839577,2.0861676832040152,2019-01-03T01:00:00Z
12,50,13154.133712085762,7705.08940808232,2,190.2947527220786,-2.881465129045697,-2.1718196857617356,2.4466638267040253,2019-01-03T02:00:00Z
12,51,13070.735055722438,7877.159504556247,3,191.21572629821665,-2.08925393671539,2.0221116847024616,1.8716603765885034,2019-01-03T03:00:00Z
12,52,12898.13891767661,8043.444921083282,4,239.6669910895204,0.3527028575240174,2.3748145422264755,2.9092561701933546,2019-01-03T04:00:00Z
12,53,12720.989584125799,7849.2053102572845,5,262.88954484979337,1.5981610287017132,-2.310209736251395,2.729252278804779,2019-01-03T05:00:00Z
