sim,step,x,y,t,hour,sl,angle,bearing,hab_p
9,83,11238.65283619903,10791.306618548531,2018-07-04T01:00:00Z,11,217.71322159828856,2.240415123059833,-2.1499235179269376,-0.3396442433198293
9,84,11225.347775357643,10843.818189244987,2018-07-04T02:00:00Z,12,54.17093040553953,-2.3143139046464234,1.8189478846062122,-0.33636564016342163
9,85,11186.062138803662,10552.976772486702,2018-07-04T03:00:00Z,13,293.4826927459569,2.7591779269500236,-1.7050594956233487,-0.4049386878808339
9,86,11220.212142692251,10622.101517573179,2018-07-04T04:00:00Z,14,77.10027982349462,2.816992050066026,1.1119325544426912,-0.3358100528518359
9,87,11510.587776005614,10541.53074691612,2018-07-04T05:00:00Z,15,301.3464078206496,-1.3825944306533546,-0.2706618762106623,-0.3244781742493312
9,88,11481.055607463772,10643.052613319347,2018-07-04T06:00:00Z,16,105.73002571066854,2.12454068088135,1.8538788046706864,-0.32983284443616867
9,89,11561.954060988377,10308.907472285116,2018-07-04T07:00:00Z,17,343.79868391176086,3.0960452492490083,-1.333261253259889,-0.3462427606185277
9,90,11390.568065123865,10231.466171152291,2018-07-04T08:00:00Z,18,188.0699728814123,-1.3839374669847802,-2.7171987202446752,-0.5871372818946838
9,91,11498.830585471767,10133.100901001157,2018-07-04T09:00:00Z,19,146.27542406018102,1.979662906163365,-0.7375358140813113,-0.5310117503007253
9,92,11603.768280014725,10219.9608753954,2018-07-04T10:00:00Z,20,136.22251975264433,1.4289574937467435,0.691421679665425,-0.34546995411316556
9,93,12146.167352047241,10988.883471317951,2018-07-04T11:00:00Z,21,940.9775299453281,0.2650327766389635,0.9564544563043887,-0.3583768606185913
9,94,12134.489591706015,11050.453397619503,2018-07-04T12:00:00Z,22,62.667582619450194,0.8017820412802967,1.7582364975846805,-0.34303760528564453
9,95,12000.844608659163,10985.486376404227,2018-07-04T13:00:00Z,23,148.5991094831295,1.8358353427794682,-2.6891134668154364,-0.3811057209968567
9,96,12067.995962169605,10805.282322629322,2018-07-04T14:00:00Z,24,192.3091398639003,1.4750177254831343,-1.2140957413323017,-0.34767933438221615
9,97,12011.219637890315,10828.632063311357,2018-07-04T15:00:00Z,1,61.390238544782925,-2.317670978333446,2.7514185875138404,-0.34430975963672
9,98,11978.910461999641,10843.86136361425,2018-07-04T16:00:00Z,2,35.71854468550118,-0.050301364373730895,2.701117223140106,-0.33706071476141614
9,99,11987.067220827807,10819.657632408327,2018-07-04T17:00:00Z,3,25.541208249992227,2.3363224362929635,-1.2457456477465045,-0.32886261492967606
9,100,12085.214973569784,10677.735083418424,2018-07-04T18:00:00Z,4,172.5543140002361,0.2799873894100404,-0.965758258336468,-0.38201942046483356
10,1,7865.740759298205,13772.258728276938,2018-06-30T15:00:00Z,1,0,1.9988105259557285,0,0
10,2,7784.345876775081,13770.775732268472,2018-06-30T16:00:00Z,2,81.40839132493858,-3.1233748996386455,-3.1233748996386477,-0.29294080038865405
10,3,7788.8183813741525,13924.250838650547,2018-06-30T17:00:00Z,3,153.54026044128636,-1.6181473994085622,1.5416630081323743,-0.2627675359447797
10,4,7772.255059917949,13743.750944257556,2018-06-30T18:00:00Z,4,181.25825634586326,3.0792186382274043,-1.6623036608198067,-0.2910318896174431
10,5,7739.676429181174,13719.738862089675,2018-06-30T19:00:00Z,5,40.47156125874283,-0.844127483675086,-2.506431144494886,-0.28661441306273144
10,6,7754.792861846405,13803.897026309893,2018-06-30T20:00:00Z,6,85.50498898567098,-2.383682021626933,1.3930721410577642,-0.2739231710632642
10,7,7964.860048201571,13787.121505404968,2018-06-30T21:00:00Z,7,210.73595062259187,-1.4727609124835284,-0.079688771425762,-0.596428245306015
10,8,7926.805112838864,13559.185508927763,2018-06-30T22:00:00Z,8,231.09088384338398,-1.6565362525841005,-1.7362250240098647,-0.3988739649454753
10,9,7616.70682758734,13833.460584594652,2018-06-30T23:00:00Z,9,413.99005259548613,-2.1295404886862714,2.417419794483451,-0.2858915974696477
10,10,7752.583842852532,13737.587954671531,2018-07-01T00:00:00Z,10,166.29529291520225,-3.03188349825454,-0.6144637037710845,-0.2910318896174431
10,11,7656.691230792777,13844.874429323212,2018-07-01T01:00:00Z,11,143.8950335863902,2.9146389367422296,2.300175232971144,-0.2716682602961858
10,12,7620.019926494028,13912.34301121521,2018-07-01T02:00:00Z,12,76.79058602125984,-0.2315154201865317,2.0686598127846128,-0.2897106930613518
10,13,7670.988136725979,14030.696523947958,2018-07-01T03:00:00Z,13,128.86160184643586,-0.9045047811690186,1.1641550316155937,-0.29012008508046466
10,14,7348.563670353427,14146.693640777454,2018-07-01T04:00:00Z,14,342.6556108228501,1.6320898791402358,2.79624491075583,-0.32965243856112164
10,15,7410.579482560091,14223.31197748176,2018-07-01T05:00:00Z,15,98.57144861970222,-1.9059023469285763,0.8903425638272516,-0.28861306607723236
10,16,6981.263134437085,14167.429640914575,2018-07-01T06:00:00Z,16,432.9380582784127,2.3806882051281733,-3.01215453822416,-0.24863304818669954
10,17,7018.453450371173,14184.72057113537,2018-07-01T07:00:00Z,17,41.01336205650133,-2.835829842827136,0.4352009261282986,-0.2566535547375679
10,18,6986.583724043268,14085.398164740844,2018-07-01T08:00:00Z,18,104.31020979853771,-2.3164905160881695,-1.8812895899598725,-0.25023294736941654
10,19,7006.478588105019,14036.468230418417,2018-07-01T09:00:00Z,19,52.81992132550466,0.6966754866218361,-1.1846141033380382,-0.28092949837446213
10,20,6929.6430039029465,14117.30749991334,2018-07-01T10:00:00Z,20,111.52889532379805,-2.767763292839259,2.330807911002287,-0.2479682837923368
10,21,6905.62785818102,14108.852100408825,2018-07-01T11:00:00Z,21,25.460184697411798,1.149316811532735,-2.803060584644565,-0.24524221445123354
10,22,6632.316214879744,14125.017247391048,2018-07-01T12:00:00Z,22,273.7892736047212,-0.3976087210849113,3.0825160014501107,-0.2634128009279569
10,23,6642.820528260557,14002.73283583498,2018-07-01T13:00:00Z,23,122.73474613660109,1.71556329863464,-1.4851060070948319,-0.30121296644210815
10,24,6916.856532980215,14180.957489328339,2018-07-01T14:00:00Z,24,326.89410975962835,2.0617409227107792,0.5766349156159498,-0.23080805068214735
10,25,6709.949885350866,13884.23591355517,2018-07-01T15:00:00Z,1,361.7375490082942,-2.7563489330425,-2.179714017426551,-0.365696519613266
10,26,6810.566254175369,13834.104244432216,2018-07-01T16:00:00Z,2,112.41369100106053,1.7174708648124284,-0.4622431526141214,-0.3346964617570241
10,27,6879.7353699628275,13990.66466242537,2018-07-01T17:00:00Z,3,171.15937327827004,1.6170216985757468,1.154778545961627,-0.2966577212015788
10,28,6856.064584185092,13975.612089844362,2018-07-01T18:00:00Z,4,28.05148909847679,2.553222879158456,-2.575183882059529,-0.29708731671174365
10,29,6794.641783597565,13976.4732296608,2018-07-01T19:00:00Z,5,61.42883682602548,-0.5804277253045411,3.127573699815513,-0.3418266425530116
10,30,6828.689092379732,13992.413781360505,2018-07-01T20:00:00Z,6,37.59415411735067,-2.689697750444642,0.43787594937087804,-0.2944207042455673
10,31,7012.387131027297,13703.474293558716,2018-07-01T21:00:00Z,7,342.3901240020257,-1.4423682144599481,-1.004492265089068,-0.3484037791689237
10,32,6807.446286048473,13789.377047039012,2018-07-01T22:00:00Z,8,222.21618527040468,-2.5340130809589687,2.7446799611315473,-0.3003574013710022
10,33,6742.424373786257,13906.925628060526,2018-07-01T23:00:00Z,9,134.3336070177768,-0.6686257703985663,2.076054190732981,-0.47433464229106903
10,34,6856.666054743357,13562.729584026509,2018-07-02T00:00:00Z,10,362.65972811517304,2.9568026773969835,-1.2503284390496219,-0.32949869831403095
10,35,6881.045705629205,13631.433944172355,2018-07-02T01:00:00Z,11,72.90169051788952,2.480136965076774,1.229808526027151,-0.34610256801048916
10,36,6897.053739971898,13575.689739171185,2018-07-02T02:00:00Z,12,57.997185748356685,-2.5209603436143517,-1.2911518175872054,-0.3539454812804858
10,37,6844.069764916554,13630.641779383697,2018-07-02T03:00:00Z,13,76.33497452795083,-2.654070607185407,2.337962882406979,-0.3617247939109802
10,38,6753.550531960721,13954.251183702998,2018-07-02T04:00:00Z,14,336.0309183673507,-0.4944197782940347,1.8435431041129438,-0.3418996085723241
10,39,6957.4953002861375,13757.418320092098,2018-07-02T05:00:00Z,15,283.437197143521,-2.6111978662093724,-0.7676547620964276,-0.38939079145590466
10,40,7205.013959826637,13907.773381195333,2018-07-02T06:00:00Z,16,289.6068563071031,1.3135337649251388,0.5458790028287135,-0.5193168371915817
10,41,7144.717256043188,14120.62044163594,2018-07-02T07:00:00Z,17,221.22288223724985,1.3009710115103186,1.8468500143390318,-0.2514208306868871
10,42,7364.573032814753,14075.87180790301,2018-07-02T08:00:00Z,18,224.3635505174404,-2.047643549212873,-0.2007935348738397,-0.30910144994656247
10,43,7305.171312655066,14060.797574531289,2018-07-02T09:00:00Z,19,61.28455653486332,-2.692277612329102,-2.893071147202941,-0.296296884616216
10,44,7111.361842475848,14001.512421788186,2018-07-02T10:00:00Z,20,202.6742215155201,0.04833381124010261,-2.8447373359628396,-0.33440161993106204
10,45,6599.73709737422,13975.300876197274,2018-07-02T11:00:00Z,21,512.2957397076127,-0.24566809637658826,-3.0904054323394266,-0.3157845934232076
10,46,6605.2973972590125,13970.94577334848,2018-07-02T12:00:00Z,22,7.062850390062122,2.4259619062738356,-0.6644435260656956,-0.2570072188973427
10,47,6596.457562784508,13913.497149206602,2018-07-02T13:00:00Z,23,58.124754531363955,-1.0590290742746435,-1.7234726003403384,-0.35882770518461865
10,48,6651.109832716493,14021.094315689836,2018-07-02T14:00:00Z,24,120.6814850917049,2.824294202732852,1.1008216023925106,-0.3003808210293452
10,49,7138.508509309069,14143.986971370485,2018-07-02T15:00:00Z,1,502.6530361635527,-0.8538299279579782,0.24699167443453404,-0.24343793715039888
10,50,7171.011156457681,14144.721204804337,2018-07-02T16:00:00Z,2,32.51093924208509,-0.2244055578607993,0.022586116573735632,-0.23709272593259811
10,51,7127.641721564381,14171.242342313202,2018-07-02T17:00:00Z,3,50.83580055166139,2.570161818881858,2.5927479354556064,-0.24441732093691826
10,52,7137.312089922555,14138.683641832007,2018-07-02T18:00:00Z,4,33.96446674403833,2.4083555365092932,-1.2820818352146919,-0.24343793715039888
10,53,7293.484557843293,14273.221098377348,2018-07-02T19:00:00Z,5,206.131431252353,1.9931956357072984,0.7111138004926065,-0.3075311407446861
10,54,7204.546900404833,14112.989152080607,2018-07-02T20:00:00Z,6,183.2598797464475,-2.7886265966224624,-2.077512796129854,-0.2640782917539279
10,55,7299.369228264246,13943.355356387758,2018-07-02T21:00:00Z,7,194.33707443985372,1.0164298872760877,-1.0610829088537652,-0.4346932868162791
10,56,7316.704818993456,13943.04163442069,2018-07-02T22:00:00Z,8,17.338429208070703,1.042987896655208,-0.01809501219860621,-0.4364967892567317
10,57,7703.010197297159,14000.970834440059,2018-07-02T23:00:00Z,9,390.6246760270669,0.16694291690543928,0.14884790470683248,-0.3456288327773412
10,58,7806.407632286446,13833.060137852272,2018-07-03T00:00:00Z,10,197.1928791588579,-1.1676965324590294,-1.0188486277521955,-0.29497474680344266
10,59,8311.921349495778,13511.922946189165,2018-07-03T01:00:00Z,11,598.8933245212064,0.45289892284088706,-0.5659497049113087,-0.4929732183615367
10,60,8205.607929029205,13535.393326659896,2018-07-03T02:00:00Z,12,108.87333066799904,-2.792923700505516,2.924311901762766,-1.1502697269121807
10,61,7925.538136668327,13489.656232661438,2018-07-03T03:00:00Z,13,283.7797920227748,0.3791578774703579,-2.979715527946463,-0.330702376862367
10,62,7990.475105323185,13494.0237557846,2018-07-03T04:00:00Z,14,65.08367810990222,3.0468722701627673,0.06715674221630623,-0.332977515955766
10,63,7976.2350094635995,13347.613516298135,2018-07-03T05:00:00Z,15,147.10111677541394,-1.734909717290632,-1.6677529750743247,-0.2805904721220334
10,64,8119.404357668287,13358.226713803559,2018-07-03T06:00:00Z,16,143.5621894046066,1.7417480064299662,0.07399503135563741,-0.3542366276184718
10,65,7773.732688627044,13079.82878967568,2018-07-03T07:00:00Z,17,443.8404070569411,-2.5375733173942496,-2.463578286038613,-0.32453565796216327
10,66,7515.989800730133,12894.625240170444,2018-07-03T08:00:00Z,18,317.3826570730948,-0.054940789624414954,-2.5185190756630256,-0.3515321637193362
10,67,7761.364622421809,12853.347532272988,2018-07-03T09:00:00Z,19,248.82253171585896,2.3518564348434987,-0.16666264081952625,-0.27969471116860706
10,68,8122.860203650759,12563.254896799306,2018-07-03T10:00:00Z,20,463.5005851173468,-0.5095880985268852,-0.6762507393464104,-0.24329782649874687
10,69,8060.991425102273,12516.297097519631,2018-07-03T11:00:00Z,21,77.67097702663364,-1.8161118350447742,-2.492362574391192,-0.23770826558272043
10,70,7923.995160751116,12150.529569516704,2018-07-03T12:00:00Z,22,390.581439635249,0.563194863395243,-1.929167710995948,-0.2603768929839134
10,71,7953.460754146791,12346.413861333293,2018-07-03T13:00:00Z,23,198.08805358891723,-2.9325253353596694,1.4214922608239682,-0.2228364683687687
10,72,7882.272083334979,12237.3353469798,2018-07-03T14:00:00Z,24,130.25340358515626,2.712669976450064,-2.1490230699055552,-0.23172627389431
10,73,7557.836382955687,12122.174562791075,2018-07-03T15:00:00Z,1,344.2681075783284,-0.6514854044106659,-2.8005084743162234,-0.24512971937656403
10,74,7598.906542437601,11958.953489018606,2018-07-03T16:00:00Z,2,168.30887357268972,1.4762176591680456,-1.324290815148176,-0.30757353206475574
10,75,7588.886785436268,11915.212716430375,2018-07-03T17:00:00Z,3,44.8737196695479,-0.4716917103902065,-1.7959825255383948,-0.30781907339890796
10,76,7901.119649431055,11830.337715465266,2018-07-03T18:00:00Z,4,323.56317334828884,1.530563608746414,-0.26541891679197915,-0.3650949199994405
10,77,7778.349752124633,11641.196042469883,2018-07-03T19:00:00Z,5,225.49283835217895,-1.8811123808412697,-2.14653129763325,-0.3705453723669052
10,78,7755.709003092766,11891.83842806519,2018-07-03T20:00:00Z,6,251.66288755720535,-2.4757712898345914,1.6608827197117468,-0.3316779633363088
10,79,7709.9941085471155,11935.290954161834,2018-07-03T21:00:00Z,7,63.07117889733358,0.7206784700767286,2.381561189788487,-0.3199031079808871
10,80,7335.05048429156,12067.239662479713,2018-07-03T22:00:00Z,8,397.48356317796083,0.421650647419074,2.8032118372075625,-0.22202264020840326
10,81,7350.059727134671,11850.817710112437,2018-07-03T23:00:00Z,9,216.9417867474757,1.9784180345608942,-1.5015554354111298,-0.2184891328215599
10,82,7584.321973926004,11759.11338453162,2018-07-04T00:00:00Z,10,251.5720246807178,1.1284326392231314,-0.37312279618799765,-0.3078750142206748
10,83,7591.1498973016305,11577.512832472703,2018-07-04T01:00:00Z,11,181.7288668476393,-1.1600926500125184,-1.533215446200514,-0.3448962929348151
10,84,7397.993517571692,11525.555902097603,2018-07-04T02:00:00Z,12,200.02227287074595,-1.3456079717103082,-2.8788234179108234,-0.3192359730601311
10,85,7276.315055481177,11531.689732883724,2018-07-04T03:00:00Z,13,121.83296769276204,-0.3131367605229771,3.0912251287457795,-0.2832719956835111
10,86,7268.800908028436,11305.424513673972,2018-07-04T04:00:00Z,14,226.38995524532208,1.5879665845879103,-1.6039935938458976,-0.3188543977836768
10,87,7347.8170747183985,11318.743339126362,2018-07-04T05:00:00Z,15,80.13080375116095,1.770982147943589,0.16698855409768745,-0.32225452984372777
10,88,7445.9473700038225,11298.19242063784,2018-07-04T06:00:00Z,16,100.25913975057978,-0.3734297895467895,-0.20644123544909923,-0.34605151911576587
10,89,7508.135468060152,11203.400680293546,2018-07-04T07:00:00Z,17,113.37033817257426,-0.7837387169034122,-0.9901799523525169,-0.36985504627227783
10,90,7451.2038682516595,11166.772913544233,2018-07-04T08:00:00Z,18,67.69638360943938,-1.5797163512868637,-2.569896303639383,-0.37829971810181934
10,91,7617.257300379916,10858.888744808493,2018-07-04T09:00:00Z,19,349.80909605050425,1.4937200534930222,-1.0761762501463605,-0.321029097152253
10,92,7132.397726086435,10692.117361460329,2018-07-04T10:00:00Z,20,512.7392135266387,-1.7341342200280583,-2.810310470174418,-0.35729945451021194
10,93,6768.716488459672,10793.087927139568,2018-07-04T11:00:00Z,21,377.43754150232536,-0.6020962879557223,2.8707785490494455,-0.25980008269349736
10,94,6794.357632990454,10687.190335719513,2018-07-04T12:00:00Z,22,108.95764388704967,2.0791698639189953,-1.3332368942111454,-0.29707761108875275
10,95,6824.350572461733,10614.186756916779,2018-07-04T13:00:00Z,23,78.92464086794982,0.1522584509756344,-1.1809784432355146,-0.2666911979516347
10,96,6921.029256000013,10701.208328016506,2018-07-04T14:00:00Z,24,130.0750617426719,1.9138550080631198,0.7328765648276071,-0.26767896736661595
10,97,6911.410061652036,10770.403957622433,2018-07-04T15:00:00Z,1,69.86103389204065,0.9760489961070276,1.7089255609346365,-0.25117075939973194
10,98,6782.920597674227,10662.48525000667,2018-07-04T16:00:00Z,2,167.79746662796,2.1312701406189314,-2.442989605626015,-0.2859317685166995
10,99,6785.377804272648,10574.235696675762,2018-07-04T17:00:00Z,3,88.28375573893676,0.9000299283505795,-1.5429596772754304,-0.2558869893352191
10,100,6395.648275816978,10768.592018349527,2018-07-04T18:00:00Z,4,435.50371424918444,-2.0612363578764854,2.6789892720276716,-0.2379837433497111
11,1,13277.92297117412,10365.655065979809,2018-06-30T15:00:00Z,1,0,2.8072395622814783,0,0
11,2,13272.135037801681,10513.258988930005,2018-06-30T16:00:00Z,2,147.71735931504875,1.6099888457206246,1.6099888457206297,-0.5753341515858968
11,3,13190.354859202265,10292.12702921216,2018-06-30T17:00:00Z,3,235.7696783312203,2.748173946395778,-1.9250225150631803,-0.34359033902486164
11,4,13031.931028530755,10026.639611549474,2018-06-30T18:00:00Z,4,309.1628681808953,-0.18378410883153906,-2.1088066238947225,-0.38535793622334796
11,5,13058.313096492071,10000.458398863862,2018-06-30T19:00:00Z,5,37.168123541614214,1.3272296507966157,-0.7815769730981289,-0.3751290639241536
11,6,13156.522873453534,10088.255464198855,2018-06-30T20:00:00Z,6,131.73262683275274,1.5110532423241967,0.729476269226074,-0.421181117494901
11,7,12971.497729983064,10075.446863303829,2018-06-30T21:00:00Z,7,185.46795942468393,2.4812323893570207,-3.0724766485964947,-0.36880671977996826
11,8,12909.062666089236,9858.814748511642,2018-06-30T22:00:00Z,8,225.44979565917046,1.22107686540416,-1.8513997831923341,-0.40208909412225086
11,9,12988.71669348136,9688.394672850289,2018-06-30T23:00:00Z,9,188.11636363752817,0.7178311150843926,-1.1335686681079378,-0.566401332616806
11,10,12883.102573591059,9806.512884109598,2018-07-01T00:00:00Z,10,158.4495318746672,-2.849252688205381,2.3003639508662665,-0.39122213919957477
11,11,13123.593257383003,9926.225231372093,2018-07-01T01:00:00Z,11,268.63881900762834,-1.8384909370070557,0.4618730138592107,-0.41678038239479065
11,12,13023.907503975603,9918.330354514335,2018-07-01T02:00:00Z,12,99.99789254279379,2.7587523216561403,-3.0625599716642298,-0.3447425216436386
11,13,12921.739985100165,9773.799706158381,2018-07-01T03:00:00Z,13,176.99522656658215,0.876427323630212,-2.1861326480340146,-0.36824876070022583
11,14,12853.841431571616,9682.011588326553,2018-07-01T04:00:00Z,14,114.17211632609117,-0.021560431061352414,-2.2076930790953595,-0.3513628616929054
11,15,12913.280278964616,9645.391434655921,2018-07-01T05:00:00Z,15,69.81412632318009,1.655520844071117,-0.5521722350242548,-0.3500046283006668
11,16,12883.387112086257,9178.225297692019,2018-07-01T06:00:00Z,16,468.12156642456966,-1.082525272185598,-1.6346975072098535,-0.3057769288619359
11,17,12750.828559520081,9133.343165189039,2018-07-01T07:00:00Z,17,139.95061870693695,-1.1804269494519957,-2.8151244566618536,-0.2439654419819514
11,18,12872.119026534416,9387.327443275923,2018-07-01T08:00:00Z,18,281.4593947692466,-2.3427922558669185,1.1252685946508136,-0.3702516108751297
11,19,12772.729250091219,9129.307806076089,2018-07-01T09:00:00Z,19,276.5003812694698,-3.063749999930815,-1.9384814052799992,-0.2439654419819514
11,20,12719.046674845282,9035.588777137387,2018-07-01T10:00:00Z,20,108.00497798828023,-0.15249680568120727,-2.0909782109611994,-0.3096013714869817
11,21,12854.872316719451,9364.230912539759,2018-07-01T11:00:00Z,21,355.6040749940324,-3.0133242304665413,1.1788828657518455,-0.435551459590594
11,22,12676.625388187655,9095.757346603932,2018-07-01T12:00:00Z,22,322.25769678522494,2.947402397380446,-2.156900044047293,-0.2941633462905884
11,23,12871.067231461524,9015.018193481681,2018-07-01T13:00:00Z,23,210.53845554349073,1.7633290119711846,-0.393571032076112,-0.3663470596075058
11,24,12870.644999131631,8998.912115507472,2018-07-01T14:00:00Z,24,16.111611584560304,-1.2034350052470146,-1.5970060373231472,-0.3391754577557246
11,25,12935.74509512079,9081.299159313568,2018-07-01T15:00:00Z,1,105.00308321618712,2.4990816986123967,0.9020756612892459,-0.25874172399441403
11,26,12913.73631517344,9107.704324318971,2018-07-01T16:00:00Z,2,34.374687398336725,1.3635589684013736,2.2656346296906245,-0.2527094731728236
11,27,12421.26806768899,9056.566313228974,2018-07-01T17:00:00Z,3,495.11621964812065,0.979427410842991,-3.0381232666459717,-0.44387788077195484
11,28,12310.163657365383,9217.340417867359,2018-07-01T18:00:00Z,4,195.42902219381597,-1.0695655822824945,2.175496458251123,-0.6423882444699606
11,29,12335.4706367514,9299.320511147447,2018-07-01T19:00:00Z,5,85.79731289414681,-0.9041162754776253,1.2713801827734998,-0.535834992925326
11,30,12402.827070954203,9492.487436301077,2018-07-01T20:00:00Z,6,204.57358138778451,-0.03609604946534617,1.2352841333081495,-0.5485302011171976
11,31,12404.8027491453,9689.135247344859,2018-07-01T21:00:00Z,7,196.6577353999224,0.3254657469433204,1.560749880251473,-0.3841053992509842
11,32,12483.465548845492,9833.397944093726,2018-07-01T22:00:00Z,8,164.315433632778,-0.48916166304385733,1.071588217207616,-0.22174911201000214
11,33,12550.329104886143,9765.189145265835,2018-07-01T23:00:00Z,9,95.5153148136204,-1.8669454748470562,-0.7953572576394411,-0.3453425119320552
11,34,12372.35150144292,9825.448376736178,2018-07-02T00:00:00Z,10,187.90210830320606,-2.672698349779942,2.8151296997602016,-0.5039028624693552
11,35,12383.401507948156,9797.005438477214,2018-07-02T01:00:00Z,11,30.51398663840998,2.2678104321387043,-1.2002451752806995,-0.36307838559150696
11,36,12320.298749446923,9902.41998163682,2018-07-02T02:00:00Z,12,122.8583901897348,-2.9727430877562013,2.110197044142687,-0.45851562917232513
11,37,12437.477884213795,9892.008464942732,2018-07-02T03:00:00Z,13,117.64076378782897,-2.19881561674199,-0.08861857259930231,-0.2785441478093465
11,38,12499.184421267004,9612.17565941342,2018-07-02T04:00:00Z,14,286.55557186260467,-1.265138983648246,-1.3537575562475477,-0.4485340664784114
11,39,12339.657356042344,9629.903994740363,2018-07-02T05:00:00Z,15,160.50912252161064,-1.8985115502036554,3.030916200728381,-0.3673962652683258
11,40,12294.780729892667,9409.696617909929,2018-07-02T06:00:00Z,16,224.7336209496006,1.4804331965906714,-1.771835909860531,-0.377957358956337
11,41,12263.36636652809,9397.478146359268,2018-07-02T07:00:00Z,17,33.70687278042892,-0.9988163843229905,-2.770652294183499,-0.4423833042383194
11,42,12032.25129685524,9351.687304773348,2018-07-02T08:00:00Z,18,235.60767517853284,-0.17534346796496703,-2.945995762148467,-0.6432599027951559
11,43,11969.225157878469,9195.915876942734,2018-07-02T09:00:00Z,19,168.03878100815797,0.990728218938437,-1.95526754321003,-0.7966967225074768
11,44,11902.598287459465,9196.515589410503,2018-07-02T10:00:00Z,20,66.62956938833435,-1.1953259274485182,3.1325918365210472,-0.6869654357433319
11,45,11615.628208419517,8640.471072259503,2018-07-02T11:00:00Z,21,625.7294393888486,1.1033590352640266,-2.047234435394512,-0.6174163222312927
11,46,11777.157837470168,8439.621117807286,2018-07-02T12:00:00Z,22,257.7450780610535,1.153753214475297,-0.8934812209192139,-0.7193915943304697
11,47,11598.958655101047,8515.57470574733,2018-07-02T13:00:00Z,23,193.71085699565,-2.6510222545635704,2.7386818316968013,-0.42325662076473236
11,48,11618.02882797051,8218.491669188626,2018-07-02T14:00:00Z,24,297.69447778588676,2.0378105877677033,-1.5066928877150816,-0.555317814151446
11,49,11683.567741319002,8558.947475533074,2018-07-02T15:00:00Z,1,346.7066558872922,2.887312168301209,1.38061928058613,-0.8900411327679952
11,50,11636.756191897115,8518.55048062567,2018-07-02T16:00:00Z,2,61.83234070311969,2.472949557852414,-2.4296164687410373,-0.40838732818762463
11,51,11661.681374647434,8592.711674359673,2018-07-02T17:00:00Z,3,78.23776192599738,-2.607006216776063,1.2465626216624826,-0.6810572246710459
11,52,11581.668997968769,8737.216137134075,2018-07-02T18:00:00Z,4,165.17723869676257,0.829914522093901,2.0764771437563874,-0.6952945291996002
11,53,11957.521867270223,8789.54635751841,2018-07-02T19:00:00Z,5,379.47836740400464,-1.9381358918251037,0.1383412519312826,-0.8568030893802643
11,54,12039.456943837375,8802.619923292568,2018-07-02T20:00:00Z,6,82.97153062416156,0.019885022668153507,0.15822627459943248,-0.6148179868857065
11,55,11754.276572609142,8821.148830783839,2018-07-02T21:00:00Z,7,285.7816728670557,2.9184849834826574,3.076711258082089,-0.8334423998991648
11,56,11864.865825245073,8792.780809846647,2018-07-02T22:00:00Z,8,114.16973071031906,2.9553712266856014,-0.2511028224118949,-0.7761885126431783
11,57,11858.235420691688,8607.108161430753,2018-07-02T23:00:00Z,9,185.79099718316172,-1.355388521189452,-1.606491343601343,-0.9486039181550344
11,58,12063.258484846756,8655.093172192417,2018-07-03T00:00:00Z,10,210.56357256973527,1.8363998843291753,0.22990854072783432,-0.6373110512892405
11,59,11922.28263873948,8976.052233449642,2018-07-03T01:00:00Z,11,350.55514286454377,1.7547519759374923,1.9846605166653275,-0.6191417078177134
11,60,12156.381275935548,9256.738982781371,2018-07-03T02:00:00Z,12,365.49585933012867,-1.10900815194384,0.8756523647214871,-0.6329229275385538
11,61,11810.036299446694,8840.487539427819,2018-07-03T03:00:00Z,13,541.4980210794681,-3.1404333188074176,-2.264780954085929,-0.7310895423094431
11,62,11652.344225836549,8953.676551722947,2018-07-03T04:00:00Z,14,194.10961486699878,-1.4993744776396272,2.51902987545403,-0.792406310637792
11,63,11688.364186286411,8818.199106083282,2018-07-03T05:00:00Z,15,140.18407836790126,2.453221516534592,-1.310933915190959,-0.844112753868103
11,64,11581.682239366628,8706.054645474016,2018-07-03T06:00:00Z,16,154.78183951594204,-1.0203029862976365,-2.331236901488602,-0.6788314779599508
11,65,11815.444328482714,8657.013671408615,2018-07-03T07:00:00Z,17,238.8508560696399,2.1244457418867606,-0.20679115960184144,-0.934181789557139
11,66,11703.67730080883,8495.618997391364,2018-07-03T08:00:00Z,18,196.31634999711318,-1.9696849110198165,-2.1764760706216584,-0.7018367648124695
11,67,12064.907274061658,8379.956283694912,2018-07-03T09:00:00Z,19,379.2953425971207,1.8665995576267873,-0.3098765129948715,-0.4686192224423091
11,68,12147.15473469677,8195.697502468138,2018-07-03T10:00:00Z,20,201.7819200030093,-0.8410892910193097,-1.1509658040141775,-0.5773836423953375
11,69,12314.532043973517,8177.994278869716,2018-07-03T11:00:00Z,21,168.31092592728288,1.0455892253995627,-0.10537657861461346,-0.4375322759151459
11,70,12110.131601354291,8199.5654810155,2018-07-03T12:00:00Z,22,205.53553878818497,-3.1413609083481022,3.0364478202168708,-0.4103157917658488
11,71,12466.787066062592,8045.315346493649,2018-07-03T13:00:00Z,23,388.58232654908977,2.8385393836218142,-0.4081981033409017,-0.5348093310991923
11,72,12557.331115220453,8173.744570941148,2018-07-03T14:00:00Z,24,157.13780744966317,1.3649131170585296,0.9567150137176316,-0.7900397777557373
